,review_clean,Word_Count,review_rating,review_datetime_utc
3619,very convenient and viable alternative to sending money and paying bills tracking your transactions digitally is also a blessing,19,5,2018-01-29T07:05:55.000Z
3620,very easy to use safe and convenient,7,5,2018-01-29T07:50:47.000Z
3621,usefull apps thanks gcash ,4,5,2018-01-29T08:13:09.000Z
3622,sa dinamidami ng empleyado ninyo why verification of mobile number took so long tamad bang mga tao nyo,18,1,2018-01-29T09:24:45.000Z
3623,hanggang ngaun d nyo prin ginagawa account ko madameng laman un 3 times lang ako nag kamali sa 4digit mobilepin after nyan d na marecover at nag message ako sa inyo sa fb d nyo nman inaasikaso wlang reply pano kung example na my laman na 500000 un anu un d nyo nlang aasikasuhin  anu po b purpose ng gcash care nyo sa messenger,64,2,2018-01-29T13:03:08.000Z
3624,its everything you need thanks alot gcash,7,5,2018-01-29T13:17:14.000Z
3625,i cannot use my gcash wallet using the gcash app i need my money inside my account when im checking via 143 i have zero credits in my gcash wallet please fast track fixing your system,36,1,2018-01-29T14:37:24.000Z
3627,i forgot my pin can you help me this i very useful to me 0,15,5,2018-01-29T16:24:38.000Z
3631,sana ibalik nyo ung feature na pwede iconvert ung load to gcash,12,1,2018-01-30T01:30:28.000Z
3632,love the services esp on paypal and bills payments,9,4,2018-01-30T03:03:34.000Z
3633,verification should not take a week  if only there were alternative ways,12,1,2018-01-30T03:29:58.000Z
3634,very unreliable we are unable to pay our bir transactions my money got stuck in this unreliable app cust service sux not even good enough to show empathy to apologize for the inconveniece caused,34,1,2018-01-30T10:44:54.000Z
3636,i cant view my transactions,5,3,2018-01-30T14:18:58.000Z
3637,how to get my mpini cant use my gcash app,10,4,2018-01-30T14:53:31.000Z
3638,the most convenient mobile payment service in the philippines with the biggest perks and widest range of services  a true life saver  thanks gcash,24,5,2018-01-30T15:03:00.000Z
3639,i will definitely show this to my friends if we can cash in using prepaid globe load for us teenagers,20,1,2018-01-30T17:32:52.000Z
3641,awesome updates lalo na yung generate bar code for cashin sa mga 711 napakalupeetttt,14,5,2018-01-30T22:12:23.000Z
3643,please extend the 10 rebate,5,3,2018-01-31T05:01:24.000Z
3645,update the app so we can send money to paymaya thru the app and not thru 143 only come on paymaya has send money to gcash in app also paymaya to gcash has no service charge,36,3,2018-01-31T09:17:45.000Z
3646,keep on popping up which irritates me,7,1,2018-01-31T09:46:48.000Z
3647,napaka ng gcash walang silbi ang costumer service nila nakailang tawag na aq nakakains san ba pedeng pumunta na outlet ng gcash para iconsern ko yung si ko na withdraw na pera nabawasan ang pera ko sa gcash,38,1,2018-01-31T13:00:19.000Z
3648,yung totoo di na naman maka transfer na balance from paypal,11,2,2018-01-31T21:24:57.000Z
3650,i just installed the app today to use my gcash account but i forgot my mpin already i received a text that says to call the 2882 hotline to seek assistance hoping for me to reset my mpin i tried calling the hotline and your operator sucks it didnt give options to reset my mpin how am i going to log in to the account if i dont know the mpin and you wont let me reset it so what i should do now,84,3,2018-02-01T01:01:30.000Z
3653,where is the 50 discount for every load of gosurf50,10,3,2018-02-01T12:25:18.000Z
3655,okay naman sana kasi mabilis magcash in from paypal pero lagi nalang may problema paulit ulit kailangan magrelink ng paypal account tapos mapili din sa cellphone model ang issue ko ngayon is kahit nakanougat na ko nagka crash naman ang app everytime i click okay after maenter ang paypal account so pano pa malilink yun wala manlang customer service assistant para maresolve agad ang issue puro recorded voice lang naman sa hotline at yung fb chat ilang araw bago magreply hindi nyo ba naisip na urgent ang mga issues ng customer nyo baka kasi yung perang dapat na mawithdraw eh kailangan ng gamitin one week sahod ko pa naman iniexpect ko tapos hindi ko makukuha hay gamit ako ng kitkat na cellphone naenter ko ung email tapos nakalagay click close and continue tapos hanggang dun nalang dapat may lalabas pa dun na another popup window kaso nastock na sa close and continue so ulit ulit na naman nagdoble na yung input sa paypal aigoo,164,2,2018-02-01T23:12:12.000Z
3656,i registered gcash from january 22 2018 until now february 2 2018 wala parin di parin maka activate,18,2,2018-02-02T00:01:05.000Z
3657,i just installed it registered and applied the authentication code all was good until i was asked to login mpin code without even  asking me to input my mpin code who knows what my mpincode is when they never gave me a section to put nor provided me with a temporary code they never even gave me a section to put a recovery account how can i guess or recover my nonexistent mpin code,74,1,2018-02-02T02:58:24.000Z
3658,can i buy starlight emmber in mobile legenfds,8,1,2018-02-02T03:44:43.000Z
3661,very useful and hassle free thaank you gcash,8,5,2018-02-02T08:37:40.000Z
3664,my account is locked can you give me a temporary mpin,11,5,2018-02-02T12:44:15.000Z
3665,where is the log in button tapos na ako magregister i need to log in na lng pero nung iaaccess ko register ulit,23,1,2018-02-02T14:38:00.000Z
3666,more option for easy checkins,5,5,2018-02-02T19:07:28.000Z
3667,it says all my 3 globe and tm numbers are not globe or tm numbers,15,1,2018-02-03T05:16:20.000Z
3668,gosh it takes forever just to verify my gcash app account useless,12,1,2018-02-03T05:34:27.000Z
3669,wag nyo gagamitin yang gcash na yan mautak yan naka 600 na ako sa gcash tapos mo pa ung mga nagastos ko na bali ang dami ko na nainvite tanginang yan dko na mabuksan ung acc ko wlang kwentang app yan bulok amphuta tang ina nyo sana mag sara na kayo gago sinayang kolng ung oras dyan sa putanginang app nyo na wlang ka kwenta kwenta napakadaya tapos mag rereply yan dito pag nabasa to sasabihin nya please contact gcash care ghago to ehh dnaman nag rereply ung gcash care langya para sa mga nag ka problema dyan sa acc nila sa gcash wag na kayo umasa na maibabalik yang ng wlang kwentang developer ng app na to ,118,1,2018-02-03T06:47:35.000Z
3671,doesnt reply for verification been trying for a couple of weeks now,12,2,2018-02-03T10:23:28.000Z
3673,bakit po di ako maka kuha nung 200 na load ,10,2,2018-02-03T11:39:09.000Z
3674,new version always got error when access my account dislike,10,2,2018-02-03T13:20:55.000Z
3676,gcash pakiayos naman ng system nyo  madaming nangangailangan ng app na toh tapos ganyan yung system nyo please fix it ,20,1,2018-02-03T18:12:11.000Z
3677,update welp its a good app indeed,7,5,2018-02-04T00:06:19.000Z
3680,the following document untitled document and send to y,9,5,2018-02-04T06:49:58.000Z
3681,this would be the worst app experience you could ever have customer service is not even ok work for it,20,1,2018-02-04T10:18:10.000Z
3682,pano ko po maayos ang account konung nagregister ako unavailable daw tapos pagbukas ko ng gcash nandun na number ko hindi ako makalog in gawa mali daw mpin ko kakainis please help me to recover my account,37,1,2018-02-04T11:16:37.000Z
3685,basura walang matinong pag gamitan nagreregister ako sabi need daw kailangan globe or tm na sim eh globe na nga gamit ko tang ina nyo mapa internet o kung ano man pera pera lang kayo mga gago pero serbisyo nyo palpak time,42,1,2018-02-05T00:46:39.000Z
3687,okay naman to gamitin though sana yung pag verify medyo mas padaliin nyo sana kagaya sa coinsph mga legal documents and id  selfie okay na verified na di na kailangan video call eh araw araw panget ako nahihiya ako syempre kailangan ko pa magpanggap sa harap nyo tsaka isa pa pala yung pag cash in thru coinsph from gcash ispecify nyo talaga kung magkano fee sabi ng dragonpay 10 pesos sa email ganun din tapos mababawas sakin 20 nagreport ako sa dragonpay sabi 20 daw talaga baguhin nyo na para di nakaka insulto,93,3,2018-02-05T04:19:53.000Z
3688,why cant i open my gcash account i cant open it with my mpin,14,2,2018-02-05T05:40:59.000Z
3689,useful yung rebates from load promos,6,5,2018-02-05T09:00:39.000Z
3691,its a perfect app for me and the load rebates is my happiness thanks gcash ,15,5,2018-02-05T10:02:12.000Z
3693,ang daming negative feedbackayusin nyo ang mga bugs pati ang serbisyo nyopera ng user ang nakasalalay ditokaya nga gagamit ng app para mapabilis ang transaction  hindi para lalong tumagal please fix itactually i need this app for my business,39,1,2018-02-05T13:18:15.000Z
3694,ok naman yung apps ayusin nyo lang pag gamit hahaha love it,12,5,2018-02-05T14:09:16.000Z
3695,such a waste of time,5,1,2018-02-05T14:35:32.000Z
3697,incredible service thanks to gcash  having a virtual credit card makes shopping online so simple ,15,5,2018-02-05T15:09:39.000Z
3698,if in malaysia have gcash more better ,7,5,2018-02-05T17:41:10.000Z
3699,bat nabawasan php ko ng 100,6,1,2018-02-05T21:27:01.000Z
3700,malaking tulong ito at nagbibigay ng bonus kaya download ninyo kac napakagandang gamitin ito para mamonitor ang inyong pera,19,5,2018-02-05T23:25:00.000Z
3703,the verification process takes a lot of time even though it already paperless,13,1,2018-02-06T05:23:12.000Z
3705,nalocked gcash ko dahil sa app na to nagchange pass lang ako tas nalocked na anyari dun,17,1,2018-02-06T08:57:49.000Z
3707,i like it and nice app,6,5,2018-02-06T09:56:35.000Z
3708,after update i cannot load my smart what a stupid app,11,1,2018-02-06T11:36:18.000Z
3709,i cannot make an account i want to use it and when i try to register it always says its unavailable  please fix this app,25,1,2018-02-06T16:32:28.000Z
3711,this is the best virtual wallet for virtual admins  free and easy to withdraw funds from paypal virtual and actual cashcards are so easy to use for shopping bills payment and loading funtions much better than other apps way to go globe keep up the goodwork,46,5,2018-02-07T02:56:49.000Z
3712,i rate 5 star its good app but why my referal invite and my amex card free 100 nothing to recieve pls fix it,24,5,2018-02-07T06:24:57.000Z
3713,putang ina tong app na to,6,1,2018-02-07T12:24:00.000Z
3714,what the hell after updating i cant open it  when i try to open its automatically stop gcash fixed your apps,21,1,2018-02-07T17:02:01.000Z
3715,awesome easy to use,4,5,2018-02-08T02:00:37.000Z
3716,useless app cant even log in,6,1,2018-02-08T03:52:36.000Z
3718,please help me i forgot my mpin ,7,4,2018-02-08T19:08:55.000Z
3720,buy load for others i press once to buy a 30peso load but the app deducts the amount 5x in a row so total 150pesos when i wanted to buy 30 only what a joke it was not like this before the update you programmed it to get more money from us this is the 2nd time it happened btw last time i thought it was my mistake because the app seemed to hang and i tapped several times and it deducted a lot of load at that time so i thought its because i tapped it a few times when it hanged today i made sure to tap once only and it still deducted 5x so i know the app is the issue,124,1,2018-02-09T02:38:06.000Z
3721,asking my mpin even though i did not put any  great  just great  now i cant access my account ,19,1,2018-02-09T07:59:56.000Z
3722,nice app love it  keep it up ,7,5,2018-02-09T12:12:15.000Z
3724,hi gcash  updated version na ba to for bir payments,10,5,2018-02-09T14:41:52.000Z
3725,instantly encash my money from paypalno need to wait for 34 days for me to recieve it love you gcash a  great help for a freelancer mom like me,29,5,2018-02-09T15:42:07.000Z
3726,how to unlock my gcash,5,5,2018-02-09T15:55:13.000Z
3727,please dont disturb with that much ads it is the main cause the app to fail so please give less ads with high work with your app,27,1,2018-02-09T17:32:28.000Z
3730,5days register but my free load is delay,8,1,2018-02-10T02:11:13.000Z
